---
TYPE: hospital_resident
r325: h124, h28, h84, h93, h47, h133, h97, h49, h2, h154, h59, h196, h77, h178, h4, h79, h27, h78, h51, h182, h19, h134, h90, h58, h5, h170, h81, h91, h150, h83, h92, h131, h135, h127, h1, h141, h122, h101, h53, h104, h110, h142, h174, h99, h31, h36, h166, h42, h152, h163, h167, h160, h125, h29, h94, h55, h25, h183, h158, h22, h67, h117, h109, h193, h103, h41, h136, h162, h62, h64, h40, h7, h61, h37, h176, h85, h70, h14, h129, h86, h161, h63, h23, h50, h11, h151, h139, h73, h200, h44, h184, h24, h15, h148, h87, h144, h153, h88, h100, h112, h132, h187, h30, h145, h105, h175, h194, h199, h75, h177, h82, h38, h111, h95, h172, h171, h115, h39, h35, h123, h113, h107, h179, h186, h56, h159, h149, h102, h108, h120, h43, h66, h65, h18, h16, h60, h52, h173, h69, h114, h185, h98, h33, h190, h121, h164, h191, h118, h54, h6, h181, h146, h80, h12, h130, h195, h169, h140, h138, h168, h143, h74, h46, h126, h180, h155, h8, h32, h20, h76, h17, h21, h13, h106, h165, h9, h71, h116, h34, h10, h26, h128, h68, h192, h119, h197, h147, h188, h45, h96, h189, h72, h48, h3, h137, h198, h89, h57, h157, h156
r326: h164, h113, h100, h84, h150, h4, h67, h45, h117, h187, h58, h104, h163, h157, h119, h175, h1, h27, h173, h81, h190, h70, h32, h120, h146, h105, h24, h102, h51, h118, h18, h63, h122, h136, h55, h128, h168, h33, h199, h80, h3, h145, h135, h106, h22, h12, h30, h19, h95, h170, h169, h92, h167, h17, h177, h153, h5, h8, h14, h68, h103, h91, h116, h189, h179, h20, h34, h139, h69, h112, h151, h185, h194, h50, h52, h62, h152, h126, h44, h181, h156, h37, h39, h9, h178, h26, h180, h198, h111, h65, h10, h66, h53, h7, h31, h171, h142, h82, h13, h38, h86, h72, h2, h161, h148, h36, h41, h108, h188, h88, h141, h109, h46, h73, h125, h174, h132, h25, h6, h56, h76, h192, h77, h59, h78, h138, h160, h137, h75, h60, h166, h183, h123, h98, h133, h35, h159, h155, h154, h40, h172, h107, h85, h195, h158, h140, h147, h71, h15, h61, h110, h96, h162, h43, h131, h134, h57, h16, h115, h29, h79, h114, h87, h129, h149, h74, h184, h28, h127, h121, h54, h97, h49, h21, h197, h130, h176, h144, h193, h182, h23, h99, h64, h47, h83, h143, h165, h48, h196, h124, h94, h186, h93, h191, h90, h42, h200, h11, h89, h101
r327: h125, h28, h101, h177, h102, h96, h89, h33, h53, h94, h93, h85, h162, h19, h116, h141, h150, h153, h65, h86, h165, h50, h159, h23, h1, h136, h173, h109, h138, h6, h108, h74, h35, h105, h124, h190, h38, h16, h130, h167, h3, h115, h40, h25, h60, h192, h76, h195, h198, h69, h97, h176, h71, h199, h100, h41, h172, h157, h119, h156, h113, h75, h90, h62, h193, h5, h151, h196, h200, h185, h2, h142, h67, h59, h118, h152, h104, h78, h120, h114, h122, h72, h197, h10, h186, h11, h56, h143, h154, h70, h131, h12, h54, h168, h179, h144, h112, h87, h137, h48, h92, h26, h155, h4, h9, h80, h171, h20, h163, h49, h34, h52, h126, h128, h170, h61, h135, h147, h7, h91, h39, h30, h164, h42, h84, h134, h158, h83, h145, h81, h44, h161, h8, h184, h17, h18, h166, h180, h32, h29, h188, h43, h31, h106, h183, h99, h88, h21, h127, h175, h98, h13, h107, h47, h45, h132, h14, h51, h187, h174, h194, h66, h149, h129, h133, h178, h95, h160, h77, h169, h111, h79, h189, h123, h182, h46, h73, h191, h22, h27, h103, h63, h15, h139, h117, h64, h146, h140, h121, h37, h57, h82, h68, h148, h181, h55, h24, h36, h58, h110
r328: h185, h195, h197, h141, h129, h27, h92, h111, h106, h130, h68, h57, h53, h157, h49, h89, h46, h78, h174, h148, h1, h100, h107, h8, h86, h171, h103, h44, h32, h64, h115, h164, h60, h118, h133, h152, h19, h169, h16, h58, h132, h110, h155, h59, h12, h54, h147, h127, h161, h165, h23, h29, h82, h51, h162, h114, h176, h184, h26, h62, h11, h143, h194, h193, h52, h21, h102, h97, h39, h72, h50, h160, h69, h179, h18, h33, h38, h190, h191, h34, h159, h156, h104, h61, h144, h128, h122, h93, h136, h42, h79, h28, h65, h123, h112, h74, h73, h117, h77, h137, h178, h94, h85, h24, h113, h96, h9, h124, h99, h95, h182, h198, h183, h22, h81, h120, h15, h20, h40, h199, h88, h75, h134, h25, h154, h35, h30, h163, h168, h177, h196, h4, h158, h175, h151, h167, h47, h98, h149, h145, h87, h101, h48, h43, h2, h71, h80, h45, h36, h138, h67, h5, h126, h181, h14, h172, h31, h91, h56, h135, h192, h142, h3, h83, h150, h139, h121, h63, h187, h140, h116, h55, h109, h146, h10, h108, h180, h200, h7, h84, h125, h119, h170, h6, h186, h189, h173, h66, h90, h105, h37, h131, h41, h70, h17, h76, h188, h13, h153, h166
r329: h174, h99, h137, h97, h146, h147, h143, h126, h161, h1, h33, h151, h90, h39, h149, h177, h179, h100, h10, h118, h8, h40, h130, h38, h31, h81, h200, h60, h5, h56, h134, h32, h170, h72, h152, h53, h172, h110, h55, h61, h159, h58, h26, h138, h91, h69, h23, h52, h164, h183, h3, h171, h84, h117, h17, h162, h82, h106, h80, h190, h65, h22, h111, h98, h83, h9, h114, h88, h78, h27, h178, h35, h165, h47, h129, h192, h63, h73, h153, h15, h145, h46, h49, h37, h28, h50, h101, h127, h16, h155, h20, h25, h169, h135, h94, h112, h45, h133, h120, h140, h11, h103, h68, h107, h198, h181, h75, h141, h132, h64, h148, h185, h86, h121, h54, h14, h51, h34, h157, h160, h30, h74, h125, h36, h43, h150, h62, h95, h96, h136, h124, h194, h109, h89, h93, h21, h144, h7, h119, h158, h142, h199, h4, h167, h105, h156, h85, h19, h67, h48, h123, h163, h24, h77, h196, h154, h122, h66, h187, h2, h42, h175, h176, h115, h59, h6, h182, h180, h44, h104, h13, h195, h139, h102, h189, h71, h41, h57, h70, h168, h29, h173, h116, h113, h186, h18, h197, h12, h108, h79, h184, h87, h92, h188, h131, h193, h191, h166, h128, h76
r330: h117, h64, h178, h31, h60, h84, h162, h150, h50, h62, h53, h85, h41, h97, h67, h76, h47, h32, h123, h156, h147, h19, h29, h200, h116, h86, h4, h56, h152, h42, h134, h55, h46, h129, h189, h74, h110, h186, h114, h83, h72, h58, h185, h132, h173, h126, h36, h137, h11, h118, h131, h82, h23, h107, h153, h26, h35, h199, h176, h161, h142, h135, h63, h133, h197, h48, h105, h52, h9, h168, h177, h158, h192, h136, h71, h155, h130, h151, h108, h180, h44, h40, h33, h37, h119, h179, h104, h115, h120, h65, h5, h191, h18, h165, h143, h77, h121, h17, h69, h49, h184, h166, h80, h93, h39, h34, h51, h13, h190, h22, h95, h172, h57, h175, h70, h112, h169, h91, h181, h103, h148, h81, h101, h89, h139, h87, h164, h92, h6, h127, h61, h196, h183, h12, h106, h171, h99, h170, h43, h111, h1, h30, h149, h68, h122, h113, h7, h195, h21, h188, h124, h66, h141, h198, h98, h73, h102, h45, h154, h14, h88, h128, h75, h25, h174, h96, h159, h109, h90, h27, h187, h38, h182, h146, h145, h78, h193, h10, h160, h138, h28, h3, h2, h59, h24, h16, h79, h94, h167, h20, h144, h194, h163, h15, h125, h140, h8, h54, h157, h100
r331: h100, h105, h10, h88, h131, h35, h22, h47, h125, h93, h142, h191, h104, h165, h199, h173, h13, h12, h73, h49, h185, h108, h77, h164, h64, h25, h180, h83, h166, h132, h150, h143, h74, h16, h69, h200, h153, h39, h183, h42, h99, h144, h197, h169, h51, h67, h119, h34, h21, h159, h90, h157, h56, h122, h120, h97, h198, h161, h45, h30, h81, h38, h27, h72, h31, h194, h149, h195, h65, h18, h170, h59, h171, h186, h48, h174, h192, h130, h11, h182, h123, h43, h98, h96, h154, h37, h117, h75, h79, h85, h50, h70, h140, h68, h196, h52, h175, h44, h151, h40, h94, h189, h162, h28, h124, h158, h89, h172, h86, h20, h127, h138, h84, h62, h29, h181, h178, h155, h53, h2, h14, h91, h163, h60, h58, h7, h118, h55, h190, h111, h87, h46, h9, h82, h61, h156, h54, h115, h109, h113, h179, h15, h121, h184, h41, h112, h107, h17, h57, h102, h116, h188, h114, h63, h66, h33, h78, h110, h24, h126, h135, h145, h80, h133, h8, h19, h134, h1, h71, h6, h32, h193, h26, h141, h106, h177, h36, h147, h23, h3, h95, h168, h4, h129, h136, h5, h176, h101, h167, h160, h76, h148, h187, h103, h128, h92, h139, h146, h137, h152
r332: h189, h110, h28, h130, h34, h82, h137, h88, h177, h58, h154, h1, h41, h158, h173, h126, h79, h123, h163, h32, h59, h133, h16, h146, h15, h83, h3, h69, h106, h113, h94, h175, h182, h111, h70, h22, h199, h192, h76, h21, h99, h174, h93, h72, h42, h127, h84, h128, h9, h50, h115, h97, h17, h30, h7, h102, h184, h183, h48, h2, h87, h101, h90, h51, h36, h138, h4, h31, h124, h60, h129, h179, h71, h107, h43, h104, h98, h74, h108, h190, h26, h38, h186, h109, h153, h11, h91, h178, h165, h131, h27, h45, h149, h122, h66, h161, h33, h200, h188, h40, h24, h77, h39, h92, h96, h164, h54, h187, h195, h168, h162, h81, h136, h64, h142, h25, h14, h86, h176, h112, h18, h150, h10, h37, h61, h197, h160, h120, h78, h62, h167, h191, h65, h141, h13, h144, h44, h105, h134, h89, h52, h53, h117, h157, h194, h57, h171, h55, h103, h193, h121, h95, h180, h68, h119, h118, h156, h196, h147, h23, h159, h73, h151, h75, h152, h20, h19, h29, h8, h135, h6, h148, h166, h35, h47, h170, h116, h125, h140, h114, h46, h139, h155, h67, h145, h63, h85, h100, h5, h181, h169, h172, h49, h132, h143, h12, h56, h198, h185, h80
r333: h176, h65, h1, h11, h164, h119, h122, h39, h151, h117, h163, h175, h183, h166, h82, h8, h68, h142, h96, h107, h102, h60, h141, h6, h111, h25, h2, h89, h9, h139, h187, h73, h144, h123, h112, h116, h49, h195, h113, h173, h152, h194, h4, h19, h58, h32, h120, h97, h16, h26, h130, h145, h83, h193, h158, h92, h48, h109, h132, h95, h85, h154, h169, h172, h131, h180, h30, h157, h103, h57, h75, h15, h177, h98, h67, h38, h185, h88, h74, h23, h54, h22, h162, h27, h41, h12, h66, h17, h55, h84, h42, h20, h135, h165, h118, h115, h190, h45, h40, h13, h106, h31, h159, h14, h76, h94, h186, h174, h5, h155, h121, h53, h72, h63, h184, h126, h137, h148, h182, h153, h100, h181, h46, h108, h29, h134, h133, h33, h191, h160, h47, h188, h10, h192, h80, h156, h189, h150, h7, h59, h167, h87, h71, h64, h99, h146, h90, h43, h143, h147, h62, h168, h51, h79, h171, h127, h35, h24, h124, h52, h140, h37, h114, h128, h179, h129, h44, h138, h198, h81, h105, h200, h104, h21, h170, h149, h18, h125, h77, h91, h36, h199, h86, h69, h34, h78, h3, h70, h197, h56, h50, h161, h178, h93, h136, h61, h101, h196, h110, h28
r334: h115, h124, h116, h120, h152, h163, h108, h85, h55, h197, h147, h194, h146, h26, h112, h51, h22, h50, h179, h64, h175, h84, h83, h190, h58, h91, h13, h107, h90, h118, h134, h110, h171, h11, h138, h33, h160, h66, h10, h187, h94, h73, h30, h105, h87, h139, h154, h140, h169, h149, h63, h78, h135, h193, h69, h46, h54, h132, h76, h82, h144, h117, h142, h29, h47, h183, h181, h42, h98, h4, h128, h111, h3, h20, h119, h79, h133, h177, h38, h17, h127, h88, h157, h89, h35, h16, h93, h96, h170, h114, h15, h189, h44, h97, h182, h27, h102, h198, h188, h86, h80, h129, h141, h25, h37, h103, h161, h150, h31, h106, h158, h6, h48, h62, h143, h75, h121, h122, h125, h130, h100, h167, h123, h9, h164, h77, h113, h185, h5, h28, h68, h40, h7, h166, h196, h34, h192, h24, h109, h178, h151, h148, h81, h159, h176, h126, h184, h172, h99, h95, h180, h65, h1, h39, h137, h21, h165, h23, h45, h19, h8, h56, h195, h53, h2, h60, h191, h49, h186, h12, h153, h18, h36, h52, h104, h59, h155, h131, h41, h162, h71, h72, h57, h32, h74, h174, h136, h70, h61, h156, h145, h14, h173, h200, h101, h92, h43, h199, h168, h67
r335: h69, h37, h137, h51, h199, h165, h73, h173, h36, h65, h66, h164, h111, h74, h49, h19, h161, h27, h125, h110, h150, h178, h63, h31, h144, h146, h30, h188, h47, h158, h77, h133, h79, h44, h142, h98, h193, h138, h89, h6, h83, h46, h90, h54, h136, h104, h196, h11, h24, h153, h135, h28, h5, h95, h96, h151, h166, h56, h169, h109, h60, h179, h16, h101, h139, h25, h121, h81, h114, h118, h9, h32, h75, h182, h130, h147, h86, h141, h152, h117, h4, h192, h45, h99, h187, h156, h91, h140, h53, h42, h59, h67, h103, h127, h172, h93, h149, h115, h197, h119, h194, h181, h129, h80, h87, h113, h14, h20, h198, h12, h180, h72, h106, h3, h157, h15, h185, h35, h33, h116, h107, h167, h186, h175, h23, h200, h154, h190, h126, h8, h10, h68, h160, h55, h131, h134, h13, h176, h143, h29, h78, h61, h38, h84, h26, h123, h105, h159, h58, h177, h71, h168, h97, h76, h183, h21, h62, h48, h184, h148, h57, h7, h64, h34, h43, h85, h124, h162, h112, h18, h2, h128, h41, h50, h22, h120, h195, h1, h145, h171, h92, h102, h132, h174, h40, h88, h52, h108, h94, h155, h189, h82, h170, h163, h122, h17, h70, h191, h100, h39
r336: h126, h38, h177, h4, h127, h77, h89, h116, h171, h5, h186, h76, h90, h14, h27, h71, h23, h99, h97, h94, h107, h79, h56, h86, h191, h43, h125, h123, h158, h153, h2, h54, h46, h193, h47, h199, h61, h132, h108, h28, h130, h154, h196, h29, h52, h18, h84, h32, h72, h131, h188, h25, h51, h53, h83, h175, h41, h103, h91, h58, h162, h163, h147, h33, h63, h149, h96, h170, h176, h143, h1, h119, h167, h109, h150, h73, h62, h22, h128, h137, h139, h80, h21, h49, h134, h19, h140, h15, h118, h172, h70, h178, h145, h8, h7, h48, h12, h57, h13, h20, h189, h88, h98, h85, h45, h151, h102, h122, h157, h100, h120, h155, h3, h66, h50, h16, h31, h39, h64, h17, h10, h190, h135, h36, h74, h110, h105, h44, h168, h34, h184, h60, h182, h114, h164, h75, h95, h124, h187, h40, h165, h194, h192, h11, h93, h181, h68, h92, h179, h111, h156, h129, h115, h106, h159, h104, h142, h174, h6, h183, h37, h136, h197, h24, h152, h133, h148, h166, h87, h141, h35, h81, h161, h117, h69, h146, h160, h180, h55, h67, h9, h113, h195, h26, h65, h112, h30, h82, h42, h144, h185, h59, h169, h173, h121, h198, h138, h78, h101, h200
r337: h14, h85, h20, h176, h86, h66, h6, h170, h91, h27, h21, h17, h30, h150, h71, h1, h160, h53, h68, h164, h70, h48, h49, h185, h136, h29, h149, h187, h148, h92, h163, h179, h174, h56, h4, h113, h186, h101, h143, h88, h161, h89, h198, h127, h78, h117, h19, h39, h180, h59, h18, h110, h25, h44, h196, h90, h63, h132, h34, h133, h189, h112, h57, h105, h26, h156, h87, h193, h135, h123, h58, h192, h72, h42, h182, h184, h166, h81, h98, h122, h9, h7, h190, h23, h109, h169, h142, h138, h199, h52, h15, h50, h82, h95, h22, h47, h147, h141, h31, h103, h69, h194, h134, h183, h120, h181, h102, h188, h77, h155, h38, h84, h146, h130, h40, h172, h125, h32, h83, h61, h197, h10, h73, h151, h75, h118, h36, h2, h11, h195, h13, h137, h41, h97, h144, h177, h175, h46, h24, h108, h191, h119, h171, h162, h76, h153, h115, h106, h74, h94, h67, h79, h65, h51, h139, h3, h33, h28, h140, h54, h145, h107, h93, h100, h8, h154, h152, h114, h178, h121, h111, h16, h158, h126, h60, h5, h131, h128, h157, h159, h64, h62, h45, h80, h37, h168, h200, h35, h167, h116, h104, h165, h96, h129, h12, h43, h55, h99, h173, h124
r338: h173, h175, h129, h154, h188, h21, h199, h4, h37, h101, h76, h79, h157, h120, h127, h172, h19, h29, h7, h104, h110, h171, h16, h134, h185, h15, h98, h138, h34, h136, h141, h50, h145, h151, h159, h71, h23, h54, h167, h192, h140, h70, h166, h28, h133, h60, h73, h82, h191, h77, h92, h146, h153, h170, h9, h17, h123, h69, h95, h27, h181, h124, h22, h128, h130, h83, h1, h144, h31, h49, h161, h195, h137, h12, h105, h109, h114, h24, h106, h32, h187, h52, h33, h80, h59, h44, h132, h180, h90, h103, h58, h20, h126, h122, h155, h108, h158, h65, h196, h162, h125, h26, h96, h164, h117, h177, h111, h143, h116, h186, h5, h118, h48, h168, h183, h56, h165, h57, h46, h13, h94, h190, h88, h121, h93, h149, h3, h156, h148, h40, h189, h160, h182, h78, h30, h41, h163, h100, h102, h81, h63, h112, h197, h184, h55, h2, h67, h25, h178, h66, h86, h99, h39, h84, h131, h179, h119, h62, h11, h107, h169, h61, h64, h139, h68, h198, h89, h18, h10, h53, h193, h75, h91, h150, h115, h36, h47, h38, h135, h176, h45, h43, h51, h174, h85, h113, h14, h194, h35, h74, h8, h72, h6, h200, h87, h97, h42, h147, h142, h152
r339: h159, h120, h32, h165, h199, h84, h114, h66, h71, h101, h133, h70, h41, h35, h55, h77, h170, h139, h196, h18, h22, h145, h4, h69, h38, h162, h57, h90, h146, h163, h49, h65, h143, h153, h59, h72, h158, h137, h23, h11, h5, h172, h75, h185, h79, h123, h151, h121, h46, h43, h9, h142, h45, h111, h85, h167, h56, h100, h191, h147, h7, h183, h73, h184, h60, h92, h88, h105, h37, h52, h8, h112, h53, h58, h129, h89, h166, h74, h13, h152, h119, h154, h51, h173, h198, h161, h78, h127, h19, h16, h193, h115, h54, h50, h28, h95, h141, h171, h25, h195, h103, h61, h29, h124, h135, h30, h99, h169, h31, h39, h186, h125, h109, h3, h108, h68, h174, h80, h14, h126, h148, h83, h178, h91, h177, h110, h182, h188, h48, h155, h118, h42, h197, h157, h63, h2, h102, h181, h190, h87, h12, h104, h27, h97, h179, h116, h175, h10, h150, h144, h86, h107, h187, h117, h44, h176, h160, h82, h1, h122, h149, h67, h96, h134, h164, h36, h34, h131, h168, h40, h20, h136, h180, h17, h138, h189, h6, h94, h21, h47, h200, h106, h64, h81, h128, h26, h76, h62, h194, h113, h192, h98, h132, h140, h130, h15, h24, h156, h93, h33
r340: h174, h190, h176, h30, h121, h42, h133, h195, h175, h61, h179, h57, h88, h161, h13, h189, h83, h184, h107, h149, h111, h110, h4, h116, h104, h70, h117, h14, h60, h167, h48, h106, h55, h154, h71, h34, h37, h3, h49, h59, h77, h102, h33, h19, h16, h7, h36, h151, h139, h113, h192, h44, h137, h39, h50, h32, h103, h168, h95, h194, h47, h147, h99, h11, h145, h126, h17, h73, h127, h186, h12, h100, h93, h79, h124, h41, h163, h52, h160, h5, h63, h9, h188, h166, h178, h28, h46, h177, h142, h125, h53, h108, h25, h20, h51, h81, h84, h150, h54, h65, h22, h66, h97, h181, h156, h148, h172, h26, h138, h15, h165, h183, h56, h72, h64, h6, h143, h112, h144, h159, h98, h91, h82, h92, h75, h90, h62, h171, h164, h182, h85, h134, h187, h80, h199, h136, h146, h131, h152, h68, h8, h120, h157, h128, h158, h180, h132, h43, h27, h169, h74, h10, h96, h123, h35, h193, h119, h114, h109, h135, h141, h155, h122, h101, h58, h198, h153, h1, h196, h197, h140, h18, h170, h2, h130, h89, h86, h40, h23, h185, h69, h173, h38, h115, h31, h76, h24, h78, h129, h87, h94, h200, h29, h191, h162, h45, h21, h67, h118, h105
r341: h102, h179, h189, h132, h72, h150, h130, h12, h46, h89, h104, h161, h134, h107, h144, h55, h153, h50, h158, h86, h17, h38, h106, h142, h9, h168, h64, h91, h111, h41, h162, h127, h14, h188, h113, h63, h167, h11, h141, h147, h116, h160, h149, h103, h146, h176, h88, h84, h137, h131, h186, h180, h129, h24, h193, h62, h32, h74, h97, h183, h21, h187, h16, h123, h57, h68, h20, h122, h118, h47, h115, h154, h22, h165, h19, h182, h78, h192, h6, h109, h75, h58, h136, h5, h181, h145, h105, h44, h199, h184, h163, h15, h49, h66, h30, h65, h96, h61, h94, h191, h95, h53, h135, h79, h166, h178, h43, h81, h10, h197, h110, h7, h198, h3, h35, h59, h36, h71, h80, h138, h31, h93, h101, h156, h151, h18, h56, h54, h45, h174, h82, h26, h172, h51, h200, h99, h195, h114, h120, h39, h159, h29, h23, h157, h42, h85, h34, h73, h175, h70, h139, h60, h124, h28, h40, h90, h171, h108, h4, h98, h100, h27, h177, h164, h119, h48, h92, h173, h69, h143, h13, h140, h67, h83, h170, h125, h87, h169, h117, h76, h37, h52, h112, h194, h8, h1, h126, h128, h155, h148, h190, h2, h133, h77, h185, h121, h25, h152, h196, h33
r342: h184, h36, h109, h22, h48, h162, h18, h44, h39, h175, h87, h4, h110, h13, h120, h158, h12, h149, h67, h69, h119, h173, h122, h163, h143, h142, h100, h172, h72, h90, h125, h29, h192, h65, h193, h68, h154, h21, h170, h76, h23, h126, h82, h152, h194, h179, h124, h197, h37, h45, h141, h31, h91, h102, h89, h25, h183, h40, h116, h167, h118, h150, h156, h171, h60, h32, h38, h78, h135, h112, h28, h20, h196, h35, h95, h51, h96, h101, h19, h138, h117, h200, h191, h80, h169, h3, h9, h113, h151, h174, h127, h131, h161, h6, h41, h134, h52, h160, h130, h83, h81, h114, h46, h121, h146, h8, h79, h148, h190, h140, h74, h147, h185, h57, h93, h73, h195, h54, h115, h97, h49, h106, h30, h66, h56, h10, h53, h198, h129, h177, h5, h24, h103, h15, h86, h166, h92, h108, h62, h155, h26, h70, h157, h137, h64, h165, h99, h159, h55, h187, h27, h71, h16, h168, h33, h136, h63, h145, h85, h75, h98, h111, h7, h176, h107, h14, h123, h42, h1, h58, h188, h139, h178, h34, h88, h182, h94, h2, h144, h104, h181, h133, h11, h128, h50, h105, h59, h199, h61, h47, h43, h77, h153, h164, h17, h186, h189, h84, h180, h132
r343: h149, h74, h33, h175, h21, h37, h139, h28, h151, h183, h170, h191, h132, h176, h89, h24, h106, h168, h161, h42, h105, h121, h32, h107, h131, h5, h148, h156, h185, h16, h125, h115, h146, h167, h102, h195, h19, h76, h120, h152, h12, h160, h189, h142, h72, h68, h77, h122, h169, h22, h144, h137, h67, h64, h4, h101, h172, h130, h59, h92, h45, h190, h196, h30, h181, h83, h158, h23, h81, h140, h55, h126, h154, h119, h171, h49, h51, h10, h116, h15, h57, h41, h117, h188, h17, h163, h7, h100, h186, h29, h112, h73, h153, h193, h113, h60, h87, h34, h182, h6, h174, h91, h53, h66, h187, h62, h63, h50, h128, h31, h61, h26, h52, h162, h155, h27, h114, h14, h90, h147, h118, h133, h70, h75, h165, h129, h80, h39, h199, h47, h135, h164, h178, h20, h104, h184, h58, h36, h200, h123, h94, h134, h173, h103, h192, h143, h86, h56, h180, h110, h177, h136, h166, h1, h9, h35, h79, h18, h25, h197, h71, h141, h38, h157, h145, h88, h97, h108, h8, h84, h99, h65, h54, h198, h82, h194, h78, h138, h85, h3, h127, h109, h43, h40, h46, h95, h98, h48, h13, h69, h150, h44, h159, h96, h124, h93, h179, h2, h111, h11
r344: h160, h110, h67, h178, h39, h194, h122, h111, h87, h163, h104, h4, h42, h83, h126, h26, h199, h177, h9, h72, h86, h165, h192, h30, h85, h20, h91, h35, h103, h169, h112, h68, h69, h146, h173, h153, h65, h61, h13, h98, h193, h58, h167, h88, h128, h174, h181, h54, h185, h27, h18, h180, h136, h106, h149, h95, h134, h45, h50, h175, h188, h94, h53, h19, h56, h139, h60, h44, h197, h150, h81, h132, h200, h196, h113, h25, h17, h93, h130, h138, h1, h155, h29, h182, h6, h21, h164, h41, h179, h34, h141, h157, h118, h15, h147, h154, h176, h156, h105, h78, h36, h7, h133, h57, h151, h123, h189, h108, h131, h33, h16, h127, h38, h43, h23, h142, h59, h79, h97, h109, h31, h75, h3, h166, h80, h48, h2, h51, h40, h144, h119, h74, h14, h63, h66, h124, h76, h99, h71, h52, h22, h8, h70, h143, h183, h191, h170, h11, h102, h125, h32, h195, h5, h198, h73, h135, h158, h159, h55, h47, h12, h28, h92, h145, h162, h82, h84, h171, h62, h172, h49, h115, h10, h187, h114, h152, h168, h46, h77, h190, h186, h96, h137, h129, h101, h64, h121, h117, h24, h37, h90, h140, h116, h120, h184, h107, h89, h161, h148, h100
r345: h30, h20, h75, h39, h51, h26, h50, h124, h89, h99, h154, h123, h91, h129, h38, h66, h180, h90, h198, h182, h185, h139, h92, h146, h156, h192, h109, h136, h57, h56, h72, h78, h31, h122, h175, h55, h125, h87, h68, h196, h47, h54, h172, h137, h147, h104, h37, h130, h19, h171, h86, h188, h191, h126, h170, h176, h22, h43, h88, h148, h46, h96, h187, h18, h183, h114, h69, h83, h74, h199, h138, h127, h103, h82, h157, h160, h36, h116, h76, h5, h10, h14, h53, h79, h165, h61, h11, h177, h16, h59, h64, h94, h4, h115, h67, h186, h100, h2, h195, h184, h166, h194, h29, h113, h28, h174, h144, h102, h85, h81, h58, h44, h151, h155, h35, h167, h32, h52, h145, h159, h40, h60, h181, h21, h143, h162, h158, h106, h42, h70, h142, h15, h17, h27, h119, h134, h77, h25, h190, h153, h8, h118, h73, h62, h193, h161, h197, h117, h23, h84, h112, h34, h110, h80, h71, h131, h97, h45, h12, h141, h3, h93, h65, h178, h140, h107, h48, h98, h132, h179, h41, h111, h121, h33, h108, h49, h135, h63, h9, h128, h149, h95, h24, h101, h13, h163, h168, h133, h169, h7, h1, h200, h120, h105, h6, h150, h164, h173, h152, h189
r346: h166, h198, h30, h195, h148, h132, h54, h95, h24, h98, h20, h45, h58, h75, h152, h81, h79, h37, h34, h39, h21, h189, h158, h47, h112, h17, h25, h73, h105, h1, h87, h176, h51, h142, h14, h43, h125, h12, h196, h13, h23, h9, h76, h160, h77, h128, h147, h8, h28, h103, h56, h153, h114, h170, h113, h72, h133, h102, h6, h19, h63, h60, h69, h85, h146, h182, h67, h149, h94, h117, h154, h18, h99, h200, h92, h162, h5, h145, h89, h83, h119, h185, h53, h194, h163, h181, h97, h41, h179, h44, h22, h78, h167, h155, h10, h140, h121, h190, h66, h164, h2, h159, h4, h177, h136, h138, h33, h193, h171, h68, h48, h93, h126, h42, h80, h131, h169, h107, h61, h40, h186, h197, h120, h82, h139, h104, h46, h150, h173, h50, h161, h49, h178, h122, h101, h55, h15, h57, h32, h111, h151, h165, h144, h116, h62, h65, h38, h71, h168, h199, h192, h118, h184, h180, h74, h130, h129, h90, h135, h64, h191, h11, h174, h188, h70, h27, h137, h7, h36, h127, h108, h52, h175, h187, h84, h183, h134, h115, h96, h59, h123, h3, h124, h157, h26, h91, h106, h143, h110, h88, h109, h141, h100, h172, h86, h31, h29, h156, h16, h35
r347: h78, h36, h169, h92, h178, h20, h106, h46, h38, h154, h18, h194, h51, h6, h60, h183, h75, h170, h23, h158, h57, h128, h71, h191, h82, h126, h162, h54, h129, h168, h190, h137, h151, h55, h130, h136, h35, h12, h83, h43, h115, h70, h156, h140, h185, h84, h159, h28, h184, h171, h142, h66, h81, h187, h163, h56, h50, h103, h85, h109, h49, h161, h15, h181, h199, h8, h135, h165, h21, h30, h189, h124, h63, h120, h90, h44, h31, h107, h68, h80, h173, h141, h150, h188, h89, h62, h138, h76, h33, h105, h152, h118, h102, h96, h180, h198, h48, h110, h4, h157, h197, h3, h123, h101, h119, h61, h186, h192, h41, h59, h143, h10, h155, h52, h134, h164, h73, h179, h100, h133, h99, h5, h193, h91, h39, h132, h17, h125, h116, h42, h175, h93, h67, h153, h95, h47, h11, h86, h79, h174, h172, h37, h87, h13, h113, h176, h32, h65, h69, h22, h58, h108, h112, h7, h40, h74, h9, h94, h145, h29, h167, h34, h24, h77, h14, h139, h16, h98, h121, h64, h144, h148, h127, h131, h146, h2, h195, h97, h19, h27, h25, h166, h111, h1, h72, h26, h122, h117, h147, h177, h88, h53, h196, h160, h104, h45, h114, h182, h200, h149
